county,office_bp,candidate,party
Hart,Hart County Magistrate District 3,Trace Meador,REP
Hart,Hart County Magistrate District 5,Jason Kessinger,REP
Hart,Hart County Magistrate District 5,Lee Miles,REP
Henderson,Henderson County Coroner,Dewayne L. Reneer,REP
Henderson,Henderson County Coroner,Shelia R. Patterson,REP
Henderson,Henderson County Jailer,Anthony Willett,REP
Henderson,Henderson County Jailer,Eddie Vaught,REP
Henderson,Henderson County Judge/Executive,Brad Schneider,REP
Henderson,Henderson County Judge/Executive,L. Jenkins-Mackey,DEM
Henderson,Henderson County Judge/Executive,Lisa Thompson Meyer,DEM
Henderson,Henderson County Judge/Executive,Randall Green,REP
Henderson,Henderson County Judge/Executive,Timothy R. Dunn,REP
Henderson,Henderson County Magistrate District 1,J. R. Stanley,REP
Henderson,Henderson County Magistrate District 1,Keith C. Berry,REP
Henderson,Henderson County Magistrate District 2,James M. Franks,REP
Henderson,Henderson County Magistrate District 2,Taylor Tompkins,REP
Henderson,Henderson County Magistrate District 4,Jay Randolph,REP
Henderson,Henderson County Magistrate District 4,Kevin Morgan,REP
Henry,Henry County Jailer,Branden Webster,REP
Henry,Henry County Jailer,Scott Nicholson,REP
Henry,Henry County Jailer,Scott Southworth,REP
Henry,Henry County Magistrate District 1,Ed Frederick,REP
Henry,Henry County Magistrate District 1,Wayne Long,REP
Henry,Henry County Magistrate District 2,Bill Tapp,REP
Henry,Henry County Magistrate District 2,Forest Whitaker,REP
Henry,Henry County Magistrate District 2,Roger M. Hartlage,REP
Henry,Henry County Magistrate District 6,Carl C. Tingle,REP
Henry,Henry County Magistrate District 6,Coleman Colston,REP
Henry,Henry County Magistrate District 6,Jakob Beckley,REP
Henry,Henry County Property Valuation Administrator,Deeanne Whitaker West,REP
Henry,Henry County Property Valuation Administrator,Travis Buchanan,REP
Hickman,Hickman County Judge/Executive,Justin Dewayne Jackson,REP
Hickman,Hickman County Judge/Executive,Kory A. Naranjo,REP
Hickman,Hickman County Magistrate District 2,Curtis Weatherford,REP
Hickman,Hickman County Magistrate District 2,Daniel Kimbell,REP
Hickman,Hickman County Magistrate District 2,Fred Cox,REP
Hickman,Hickman County Magistrate District 2,Justin Boaz,REP
Hopkins,Hopkins County Jailer,LyDon Logan,REP
Hopkins,Hopkins County Jailer,Mike Lewis,REP
Hopkins,Hopkins County Magistrate District 3,David R. Wiley,REP
Hopkins,Hopkins County Magistrate District 3,Tim Riggs,REP
Hopkins,Hopkins County Magistrate District 4,Joseph Hemmerle,REP
Hopkins,Hopkins County Magistrate District 4,Ronnie Noel,REP
Jackson,Jackson County Constable 1 District,Johnny Peters,REP
Jackson,Jackson County Constable 1 District,William W.O. Jones,REP
Jackson,Jackson County Constable 3 District,Ben Davidson,REP
Jackson,Jackson County Constable 3 District,Billy Ray Isaacs,REP
Jackson,Jackson County Judge/Executive,Betty Hays,REP
Jackson,Jackson County Judge/Executive,James Benjamin Welch,REP
Jackson,Jackson County Judge/Executive,Jason B. Slone,REP
Jackson,Jackson County Judge/Executive,Linda J. Isaacs,REP
Jackson,Jackson County Judge/Executive,Paul N. Rose,REP
Jackson,Jackson County Judge/Executive,Paul S. Hays,REP
Jackson,Jackson County Magistrate District 1,Keith Sandlin,REP
Jackson,Jackson County Magistrate District 1,Ovie Adkins,REP
Jackson,Jackson County Magistrate District 1,Rodney V. Chrisman,REP
Jackson,Jackson County Magistrate District 1,Shannon Dale Vickers,REP
Jackson,Jackson County Magistrate District 1,Tim Madden,REP
Jackson,Jackson County Magistrate District 2,Henry D. Smith,REP
Jackson,Jackson County Magistrate District 2,Mary Cavins,REP
Jackson,Jackson County Magistrate District 2,Raymond Ray Dalton,REP
Jackson,Jackson County Magistrate District 2,Robbie Belt,REP
Jackson,Jackson County Magistrate District 2,Tim Tankersley,REP
Jackson,Jackson County Magistrate District 3,Gregory Lakes,REP
Jackson,Jackson County Magistrate District 3,Paul T. Alexander,REP
Jackson,Jackson County Magistrate District 3,Rex Tillery,REP
Jackson,Jackson County Magistrate District 3,Vernon Johnson,REP
Jackson,Jackson County Magistrate District 3,Wendell Frye,REP
Jefferson,Mayor of Shively,Maria D. Johnson,DEM
Jefferson,Mayor of Shively,Shanell Thompson,DEM
Jefferson,Shively City Council At-large,Danielle Wakaba,DEM
Jefferson,Shively City Council At-large,Daphne Batey,DEM
Jefferson,Shively City Council At-large,Denzel Walker,DEM
Jefferson,Shively City Council At-large,Dinah Moorman,DEM
Jefferson,Shively City Council At-large,Dwendolyn I. Chester,DEM
Jefferson,Shively City Council At-large,Earnestine Barbour,DEM
Jefferson,Shively City Council At-large,Kelly Gibson,DEM
Jefferson,Shively City Council At-large,Monica M. Bizzle,DEM
Jefferson,Shively City Council At-large,Pamela Chapman Pitts,DEM
Jefferson,Shively City Council At-large,Saundra K. Gibson,DEM
Jefferson,Shively City Council At-large,Simeon Pullum Jr.,DEM
Jefferson,Shively City Council At-large,Tiffany Burton-McBroom,DEM
Jefferson,Shively City Council At-large,Wendell Vincent,DEM
Jefferson,NA,Alexander William Marson,REP
Jefferson,NA,Colleen Younger,DEM
Jefferson,NA,David Yates,DEM
Jefferson,NA,Jo-Ann Farmer,DEM
Jefferson,NA,Karl Price,DEM
Jefferson,NA,Queenie Averette,DEM
Jefferson,NA,Richard Breen,DEM
Jefferson,NA,Rosalind Welch,DEM
Jefferson,NA,Sarah Martin,DEM
Jefferson,NA,Stephen Yancey,DEM
Jefferson,NA,Steve Healey,DEM
Jefferson,NA,William Schroll,REP
Jessamine,Jessamine County Clerk,Erik Cobb,REP
Jessamine,Jessamine County Clerk,Johnny M. Collier,REP
Jessamine,Jessamine County Constable District 1,Brandon L. Montgomery,REP
Jessamine,Jessamine County Constable District 1,Ernest Simpson,REP
Jessamine,Jessamine County Constable District 1,Sherlton Dieterich,REP
Jessamine,Jessamine County Constable District 3,Charles Tony Lowery,REP
Jessamine,Jessamine County Constable District 3,James Lewis,REP
Jessamine,Jessamine County Constable District 5,Rachel Hamm,REP
Jessamine,Jessamine County Constable District 5,Todd Evans,REP
Jessamine,Jessamine County Coroner,Cassie Robinson,REP
Jessamine,Jessamine County Coroner,Jay Allen Webb,REP
Jessamine,Jessamine County Coroner,Susanna Moberly,REP
Jessamine,Jessamine County Jailer,Jesse Devin,REP
Jessamine,Jessamine County Jailer,Jon R. Sallee,REP
Jessamine,Jessamine County Judge/Executive,April Rose Prather,REP
Jessamine,Jessamine County Judge/Executive,David K. West,REP
Jessamine,Jessamine County Magistrate District 1,Ashley Curtis,DEM
Jessamine,Jessamine County Magistrate District 1,Harry E. Van Epps,REP
Jessamine,Jessamine County Magistrate District 1,Jared Madison Cobb,REP
Jessamine,Jessamine County Magistrate District 1,Jeremy Muncy,DEM
Jessamine,Jessamine County Magistrate District 1,Robert Horn,REP
Jessamine,Jessamine County Magistrate District 2,Ben D. Riffell,REP
Jessamine,Jessamine County Magistrate District 2,Daryl Stevens,REP
Jessamine,Jessamine County Magistrate District 2,Pamela T. Hubbard,REP
Jessamine,Jessamine County Magistrate District 2,Tim Vaughan,REP
Jessamine,Jessamine County Magistrate District 4,Kent Slusher,REP
Jessamine,Jessamine County Magistrate District 4,Roger T. Fields,REP
Jessamine,Jessamine County Magistrate District 5,Adam Teater,REP
Jessamine,Jessamine County Magistrate District 5,Ryan Cook,REP
Jessamine,Jessamine County Magistrate District 6,Billy H. Craycraft,REP
Jessamine,Jessamine County Magistrate District 6,Gary E. Morgan,REP
Johnson,Johnson County Commissioner Board District 1,Jessica Click,REP
Johnson,Johnson County Commissioner Board District 1,Larry Frisby,REP
Johnson,Johnson County Commissioner Board District 2,Clarence Ray Daniel,REP
Johnson,Johnson County Commissioner Board District 2,Larry Duty,REP
Johnson,Johnson County Commissioner Board District 2,Mike Jarrell,REP
Johnson,Johnson County Commissioner Board District 2,Nancy McKenzie Cantrell,REP
Johnson,Johnson County Commissioner Board District 3,Bryan S. Childers,REP
Johnson,Johnson County Commissioner Board District 3,Keith Patrick,REP
Johnson,Johnson County Commissioner Board District 3,Noel Crum,REP
Johnson,Johnson County Coroner,Jeremy Hyden,REP
Johnson,Johnson County Coroner,William Taylor,REP
Johnson,Johnson County Judge/Executive,Doug Saylor,REP
Johnson,Johnson County Judge/Executive,Mark McKenzie,REP
Johnson,Johnson County Property Valuation Administrator,Ray E. Davis III,REP
Johnson,Johnson County Property Valuation Administrator,Ross Conley Sanor,REP
Johnson,Johnson County Sheriff,Chadwick Penix,REP
Johnson,Johnson County Sheriff,Jeff Castle,REP
Johnson,Johnson County Sheriff,Scott Hazlette,REP
Johnson,Johnson County Sheriff,Tom Wyatt,REP
Kenton,Kenton County Commissioner Board District 2,Jeff Niceley,REP
Kenton,Kenton County Commissioner Board District 2,Sherry Goodridge,REP
Kenton,Kenton County Commissioner Board District 3,John Busse,DEM
Kenton,Kenton County Commissioner Board District 3,Jordan T. Baldridge,DEM
Kenton,Kenton County Commissioner Board District 3,Matthew James Hayden,REP
Kenton,Kenton County Commissioner Board District 3,Rebecca Reckers,REP
Kenton,Kenton County Commissioner Board District 3,Richard Kimmich,REP
Kenton,Kenton County Constable District 2,Paul Woodard,REP
Kenton,Kenton County Constable District 2,Thomas E. Turner,REP
Kenton,Kenton County Property Valuation Administrator,Chris Reinersman,REP
Kenton,Kenton County Property Valuation Administrator,Darlene M. Plummer,REP
Kenton,Kenton County Sheriff,Jude Hehman,REP
Kenton,Kenton County Sheriff,Larry Shelton,REP
Knott,Knott County Constable 1 District,Darren Slone,REP
Knott,Knott County Constable 1 District,Richmond Combs,REP
Knott,Knott County Constable 4 District,Keith Boles,DEM
Knott,Knott County Constable 4 District,Keith Caudill,DEM
Knott,Knott County Magistrate District 2,Avery Shrum,DEM
Knott,Knott County Magistrate District 2,Ricky Thomas,REP
Knott,Knott County Magistrate District 2,Travis Wayne Owens,REP
Knott,Knott County Magistrate District 2,Tyson Slone,DEM
Knott,Knott County Magistrate District 3,Billy Slone,REP
Knott,Knott County Magistrate District 3,Brent Smith,DEM
Knott,Knott County Magistrate District 3,Melvin Rose,DEM
Knott,Knott County Magistrate District 3,Sandra Laferty,REP
Knox,Knox County Jailer,Clyde Trent Jr.,REP
Knox,Knox County Jailer,Jerry Baker,REP
Knox,Knox County Jailer,Mary S. Hammons,REP
Knox,Knox County Jailer,Steve Mills,REP
Knox,Knox County Judge/Executive,Jeff Ketcham,REP
Knox,Knox County Judge/Executive,Mike Mitchell,REP
Knox,Knox County Magistrate District 1,Jordan Scott Daniels,REP
Knox,Knox County Magistrate District 1,Roger Mills,REP
Knox,Knox County Magistrate District 2,Billy Crawford,REP
Knox,Knox County Magistrate District 2,Farrel Riley,REP
Knox,Knox County Magistrate District 2,Johnny Elliott,REP
Knox,Knox County Magistrate District 2,Keith Abner,REP
Knox,Knox County Magistrate District 2,Tony Mills,REP
Knox,Knox County Magistrate District 3,Don Rose,REP
Knox,Knox County Magistrate District 3,Eric Hicks,REP
Knox,Knox County Magistrate District 3,Tony Golden,REP
Knox,Knox County Magistrate District 4,Doug Cobb,REP
Knox,Knox County Magistrate District 4,Herb Wells,REP
Knox,Knox County Magistrate District 4,Ken Helton,REP
Knox,Knox County Magistrate District 5,Ray Smith,REP
Knox,Knox County Magistrate District 5,Sam Miller,REP
Knox,Knox County Sheriff,Bobby Jones,REP
Knox,Knox County Sheriff,Mike Smith,REP
Larue,Larue County Jailer,Jody Perry,REP
Larue,Larue County Jailer,Russell McCoy Jr.,REP
Larue,Larue County Judge/Executive,Blake Durrett,REP
Larue,Larue County Judge/Executive,Edward Dean Lane,REP
Larue,Larue County Judge/Executive,Farrah Pruitt,REP
Larue,Larue County Judge/Executive,George Bradley Florence,REP
Larue,Larue County Magistrate District 3,Dean Higdon,REP
Larue,Larue County Magistrate District 3,Jerry Bird,REP
Larue,Larue County Property Valuation Administrator,Chad Puyear,REP
Larue,Larue County Property Valuation Administrator,David Dangerfield,REP
Larue,Larue County Sheriff,Brian D. Smith,REP
Larue,Larue County Sheriff,Kevin Bennett,REP
Laurel,Laurel County Constable 2 District,Jacob Daniels,REP
Laurel,Laurel County Constable 2 District,Kenneth Hutton,REP
Laurel,Laurel County Constable 2 District,Steven Cornn,REP
Laurel,Laurel County Constable 4 District,Clifford Caldwell,REP
Laurel,Laurel County Constable 4 District,Kenneth Ellington,REP
Laurel,Laurel County Constable 4 District,Travis Gregory,REP
Laurel,Laurel County Coroner,Doug Bowling,REP
Laurel,Laurel County Coroner,Mike Masters,REP
Laurel,Laurel County Jailer,Jamie Mosley,REP
Laurel,Laurel County Jailer,Robert Bruner,REP
Laurel,Laurel County Judge/Executive,David Westerfield,REP
Laurel,Laurel County Judge/Executive,Tina Carnes,REP
Laurel,Laurel County Judge/Executive,Walter T. Hulett,REP
Laurel,Laurel County Judge/Executive,William N. Eversole,REP
Laurel,Laurel County Magistrate District 1,Jason Neal Ivey,REP
Laurel,Laurel County Magistrate District 1,John Crawford,REP
Laurel,Laurel County Magistrate District 1,Tonya Poindexter,REP
Laurel,Laurel County Magistrate District 2,Danny Smith,REP
Laurel,Laurel County Magistrate District 2,John Philpot,REP
Laurel,Laurel County Magistrate District 3,Bobby Overbay,REP
Laurel,Laurel County Magistrate District 3,Michael Todd Childers,REP
Laurel,Laurel County Magistrate District 4,Jeff Book,REP
Laurel,Laurel County Magistrate District 4,Maynard A. Parker,REP
Laurel,Laurel County Magistrate District 5,Billy B. Oakley,REP
Laurel,Laurel County Magistrate District 5,Chantz M. McPeek,REP
Laurel,Laurel County Magistrate District 6,Andrew Carr III,REP
Laurel,Laurel County Magistrate District 6,David Ball,REP
Laurel,Laurel County Magistrate District 6,Richard Bales,REP
Laurel,Laurel County Sheriff,Elizabeth Baker,REP
Laurel,Laurel County Sheriff,John Root,REP
Laurel,Laurel County Sheriff,Rick Coffman,REP
Laurel,Laurel County Sheriff,Robbie Grimes,REP
Lawrence,Lawrence County Coroner,Jimmy Castle,REP
Lawrence,Lawrence County Coroner,Sam Michael Muncy,REP
Lawrence,Lawrence County Judge/Executive,Eddie Preston,REP
Lawrence,Lawrence County Judge/Executive,Phillip L. Carter,REP
Lawrence,Lawrence County Judge/Executive,Rick Blackburn,REP
Lawrence,Lawrence County Judge/Executive,William Spradlin,REP
Lawrence,Lawrence County Magistrate District 1,Josh Trout,REP
Lawrence,Lawrence County Magistrate District 1,Michael Halcomb,REP
Lawrence,Lawrence County Magistrate District 2,Allan Scaggs,REP
Lawrence,Lawrence County Magistrate District 2,George Wheeler,REP
Lawrence,Lawrence County Magistrate District 2,Jay M. Childers,REP
Lawrence,Lawrence County Magistrate District 2,Rick Kelly,REP
Lawrence,Lawrence County Magistrate District 3,Brian Jordan,REP
Lawrence,Lawrence County Magistrate District 3,David Pinson,REP
Lawrence,Lawrence County Magistrate District 4,Joseph P. Hardin,REP
Lawrence,Lawrence County Magistrate District 4,Ron Boyer,REP
Lawrence,Lawrence County Magistrate District 4,Todd Moran,REP
Lawrence,Lawrence County Sheriff,Chuck T. Jackson,REP
Lawrence,Lawrence County Sheriff,Mark Wheeler,REP
Lee,Lee County Clerk,Jeremy W. Peters,REP
Lee,Lee County Clerk,Kimberly Noe,REP
Lee,Lee County Coroner,Jonathan Ray Shuler,REP
Lee,Lee County Coroner,Kenneth R. Lewis,REP
Lee,Lee County Judge/Executive,Kevin Phillips,REP
Lee,Lee County Judge/Executive,Remington Capps,REP
Lee,Lee County Judge/Executive,Steve Mays,REP
Lee,Lee County Magistrate District 1,Ronnie Paul Begley,REP
Lee,Lee County Magistrate District 1,Tim Moore,REP
Lee,Lee County Magistrate District 1,Timothy Brandenburg,REP
Lee,Lee County Magistrate District 2,Dennis Pelfrey,REP
Lee,Lee County Magistrate District 2,James Eddie Moore,REP
Lee,Lee County Magistrate District 2,Keith D. Smith,REP
Lee,Lee County Magistrate District 3,Charles Booth,REP
Lee,Lee County Magistrate District 3,Gregory Paul Smallwood Sr.,REP
Lee,Lee County Magistrate District 3,Rodney Ross,REP
Lee,Lee County Magistrate District 3,Thomas Jordan Howard,REP
Lee,Lee County Magistrate District 4,Dean Noe,REP
Lee,Lee County Magistrate District 4,Jamie Ward,REP
Lee,Lee County Magistrate District 4,Roscoe Moore Jr.,REP
Lee,Lee County Property Valuation Administrator,Leeroy Douglas Brandenburg,REP
Lee,Lee County Property Valuation Administrator,Megan Roach,REP
Lee,Lee County Sheriff,Douglas Brooke Moore,REP
Lee,Lee County Sheriff,Joseph C. Lucas,REP
Lee,Lee County Sheriff,Norman Miller,REP
Lee,Lee County Sheriff,Steven Shackelford,REP
Leslie,Leslie County Constable 3 District,Danny Coots,REP
Leslie,Leslie County Constable 3 District,Isaac Hollins,REP
Leslie,Leslie County Magistrate District 1,Daniel Sizemore,REP
Leslie,Leslie County Magistrate District 1,Russell D. Brock,REP
Leslie,Leslie County Magistrate District 2,Billy D. Hoskins,REP
Leslie,Leslie County Magistrate District 2,Kendall Couch,REP
Leslie,Leslie County Magistrate District 2,Pam Couch Jones,REP
Leslie,Leslie County Magistrate District 2,Roscoe Asher,REP
Leslie,Leslie County Magistrate District 3,Connie M. Sizemore,REP
Leslie,Leslie County Magistrate District 3,Dusty Baker,REP
Leslie,Leslie County Magistrate District 3,Gerald Ray Fugate,REP
Leslie,Leslie County Magistrate District 3,Jason Richard Bker,REP
Leslie,Leslie County Magistrate District 3,Jimmy Lewis,REP
Leslie,Leslie County Magistrate District 3,Timothy Lewis,REP
Leslie,Leslie County Magistrate District 4,Bige Maggard,REP
Leslie,Leslie County Magistrate District 4,John Newell,REP
Leslie,Leslie County Magistrate District 4,Shane Couch,REP
Leslie,Leslie County Sheriff,Billy MIchael Collett,REP
Leslie,Leslie County Sheriff,Chris Asher,REP
Leslie,Leslie County Sheriff,Homer David Smith,REP
Leslie,Leslie County Sheriff,Lloyd Powers,REP
Letcher,Letcher County Clerk,Chris Sexton,REP
Letcher,Letcher County Clerk,D. Colin Fultz,REP
Letcher,Letcher County Constable 5 District,Eugene Williams,DEM
Letcher,Letcher County Constable 5 District,John F. Wyatt,DEM
Letcher,Letcher County Coroner,Clifford Wade Fields,REP
Letcher,Letcher County Coroner,Josh Lowe,REP
Letcher,Letcher County Jailer,Brian Anthony Slone,REP
Letcher,Letcher County Jailer,Brian K. Fields,REP
Letcher,Letcher County Judge/Executive,Joseph Banks,REP
Letcher,Letcher County Judge/Executive,Terry Adams,REP
Letcher,Letcher County Judge/Executive,Wade Adams,REP
Letcher,Letcher County Magistrate District 1,Jack Banks,REP
Letcher,Letcher County Magistrate District 1,Rodney Gilley,REP
Letcher,Letcher County Magistrate District 1,Tammy Elaine Trent,REP
Letcher,Letcher County Magistrate District 1,Troy Dingus,REP
Letcher,Letcher County Magistrate District 3,Edwin Bentley,REP
Letcher,Letcher County Magistrate District 3,Jessee Mullins,DEM
Letcher,Letcher County Magistrate District 3,Michael Pack,REP
Letcher,Letcher County Magistrate District 3,Starla Deardorff,REP
Letcher,Letcher County Magistrate District 3,Terry L. Adams,DEM
Letcher,Letcher County Magistrate District 3,William Billy Smallwood,REP
Letcher,Letcher County Magistrate District 5,Rodney Wayne Rose,DEM
Letcher,Letcher County Magistrate District 5,Roy Triplett,DEM
Letcher,Letcher County Sheriff,Codell Gibson,REP
Letcher,Letcher County Sheriff,D.L. Hammonds,REP
Lewis,Lewis County Jailer,Bryon Keith Walker,REP
Lewis,Lewis County Jailer,Pamela May Smith,REP
Lewis,Lewis County Judge/Executive,George Sparks,REP
Lewis,Lewis County Judge/Executive,Jonathan Ruggles,REP
Lewis,Lewis County Magistrate District 2,Joseph McCann,REP
Lewis,Lewis County Magistrate District 2,Paul Bruce Swearingen,REP
Lewis,Lewis County Magistrate District 3,Ed Gayheart,REP
Lewis,Lewis County Magistrate District 3,Kathy E. Dillow,REP
Lewis,Lewis County Magistrate District 3,Teddy Bentley,REP
Lewis,Lewis County Magistrate District 4,Derrick Butler,REP
Lewis,Lewis County Magistrate District 4,Mark A. Horsley,REP
Lewis,Lewis County Magistrate District 4,Rebecca L. Esham Zornes,REP
Lincoln,Lincoln County Clerk,Nancy Jackson,REP
Lincoln,Lincoln County Clerk,Shelby Ray Lakes,REP
Lincoln,Lincoln County Constable District 1,Kevin Lenoir,REP
Lincoln,Lincoln County Constable District 1,Travis E. Van Pelt,REP
Lincoln,Lincoln County Constable District 2,Mike Mullins,REP
Lincoln,Lincoln County Constable District 2,Willie Joe Ashley,REP
Lincoln,Lincoln County Constable District 3,Delbert Mitchell,REP
Lincoln,Lincoln County Constable District 3,Mike Noe,REP
Lincoln,Lincoln County Coroner,Farris Marcum,REP
Lincoln,Lincoln County Coroner,Glen Ware,REP
Lincoln,Lincoln County Jailer,Griffin D. Harness,REP
Lincoln,Lincoln County Jailer,John R. Hasty,REP
Lincoln,Lincoln County Magistrate District 1,Curt Folger,REP
Lincoln,Lincoln County Magistrate District 1,Tony Caudill,REP
Lincoln,Lincoln County Magistrate District 2,Dan Gutenson,REP
Lincoln,Lincoln County Magistrate District 2,Michel Rankin,REP
Lincoln,Lincoln County Magistrate District 4,Bob Jeffries,REP
Lincoln,Lincoln County Magistrate District 4,Eddie Brown,REP
Lincoln,Lincoln County Magistrate District 4,Jeff Bastin,REP
Lincoln,Lincoln County Magistrate District 4,Joseph D. Stanley,REP
Lincoln,Lincoln County Magistrate District 4,Marvin Lane,REP
Lincoln,Lincoln County Sheriff,D. Shawn Hines,REP
Lincoln,Lincoln County Sheriff,Terry Lane Wilcher,REP
Livingston,Livingston County Clerk,Emilee Neal,REP
Livingston,Livingston County Clerk,Sonya Williams,REP
Livingston,Livingston County Constable District 3,Chip Birman,REP
Livingston,Livingston County Constable District 3,Gary Allen Ivy,REP
Livingston,Livingston County Judge/Executive,Michael Williams,REP
Livingston,Livingston County Judge/Executive,Tina Tinsley,REP
Livingston,Livingston County Magistrate District 4,Klay Southern,REP
Livingston,Livingston County Magistrate District 4,Zackery Thomas Champion,REP
Livingston,Livingston County Sheriff,Donald Crawford,REP
Livingston,Livingston County Sheriff,Glenn Gordon,REP
Livingston,Livingston County Sheriff,Shannon Edging,REP
Livingston,Livingston County Sheriff,Shawn Malston,REP
Logan,Logan County Coroner,Benjamin Dale Kemplin,REP
Logan,Logan County Coroner,Stephen W. Rogers,REP
Logan,Logan County Jailer,Brandon Trodglen,REP
Logan,Logan County Jailer,Joshua D. Toomey,REP
Logan,Logan County Magistrate District 1,Clem Carter,REP
Logan,Logan County Magistrate District 1,Tyler R. Davenport,REP
Logan,Logan County Magistrate District 5,Anne Churchill Crawford,REP
Logan,Logan County Magistrate District 5,Tracy Blackford,REP
Logan,Logan County Magistrate District 5,Zach Fuller,REP
Logan,Logan County Magistrate District 6,Danny W. Perry,DEM
Logan,Logan County Magistrate District 6,Thoms P. Bouldin,DEM
Madison,Madison County Constable District 3,James Ebert,REP
Madison,Madison County Constable District 3,Jonathan Fritz,REP
Madison,Madison County Constable District 4,Greg Mayor,REP
Madison,Madison County Constable District 4,Jonathan Brock,REP
Madison,Madison County Jailer,Doug Thomas,REP
Madison,Madison County Jailer,Jonathan Everett King,REP
Madison,Madison County Jailer,Larry R. Brock,REP
Madison,Madison County Judge/Executive,Charles Givens,REP
Madison,Madison County Judge/Executive,Donna Agee,REP
Madison,Madison County Judge/Executive,Reagan Taylor,REP
Madison,Madison County Magistrate District 1,Greg King,REP
Madison,Madison County Magistrate District 1,James Brian Combs,REP
Madison,Madison County Magistrate District 1,Michael Barnett,REP
Madison,Madison County Magistrate District 1,Mike Sipple,REP
Madison,Madison County Magistrate District 1,Terry Napier,REP
Madison,Madison County Magistrate District 2,Bruce Barnes,REP
Madison,Madison County Magistrate District 2,Charles Allen,REP
Madison,Madison County Magistrate District 2,Stephen M. Lochmueller,REP
Madison,Madison County Magistrate District 3,Billy Ray Hughes,REP
Madison,Madison County Magistrate District 3,Jason Scott Rawlins,REP
Madison,Madison County Magistrate District 4,Alfred E. Winkler,REP
Madison,Madison County Magistrate District 4,Chris Sipple,REP
Madison,Madison County Magistrate District 4,Debbie Vescio,REP
Madison,Madison County Magistrate District 4,Gary Thomas,REP
Magoffin,Magoffin County Clerk,Isaac S. Minix,REP
Magoffin,Magoffin County Clerk,Justin Williams,REP
Magoffin,Magoffin County Constable 3 District,Danny C. McCarty,REP
Magoffin,Magoffin County Constable 3 District,Dwayne Risner,REP
Magoffin,Magoffin County Constable 3 District,Gabrial Brown,REP
Magoffin,Magoffin County Constable 3 District,Mitchell Bailey,DEM
Magoffin,Magoffin County Constable 3 District,Richard Rex Love,DEM
Magoffin,Magoffin County Coroner,Johnnie Lovely,REP
Magoffin,Magoffin County Coroner,Timmy Salyer,REP
Magoffin,Magoffin County Jailer,Bryan Montgomery,DEM
Magoffin,Magoffin County Jailer,Teddy Jenkins,DEM
Magoffin,Magoffin County Judge/Executive,Charles Hardin,REP
Magoffin,Magoffin County Judge/Executive,Tommy Howard,REP
Magoffin,Magoffin County Magistrate District 1,Darrel Ray Howard,REP
Magoffin,Magoffin County Magistrate District 1,Stanley Ryan Hensley,REP
Magoffin,Magoffin County Magistrate District 2,Josh Watson,DEM
Magoffin,Magoffin County Magistrate District 2,William Howard,DEM
Magoffin,Magoffin County Magistrate District 3,Clayton D. Howard,REP
Magoffin,Magoffin County Magistrate District 3,Franklin Ray Bailey,REP
Magoffin,Magoffin County Magistrate District 3,Jeremy Handshoe,REP
Magoffin,Magoffin County Magistrate District 3,Joe Bailey,DEM
Magoffin,Magoffin County Magistrate District 3,Paul Bailey,DEM
Magoffin,Magoffin County Magistrate District 3,Sam Bailey Jr.,DEM
Magoffin,Magoffin County Magistrate District 3,Tim Conley,REP
Magoffin,Magoffin County Sheriff,Christopher Todd Minix,REP
Magoffin,Magoffin County Sheriff,Dakota Murphy,DEM
Magoffin,Magoffin County Sheriff,Dewey Marshall,DEM
Magoffin,Magoffin County Sheriff,James Harless,REP
Magoffin,Magoffin County Sheriff,Jonathan Holbrook,REP
Magoffin,Magoffin County Sheriff,Randall Jordan,DEM
Magoffin,Magoffin County Sheriff,Rodney Patrick,REP
Magoffin,Magoffin County Sheriff,William Meade,REP
Marion,Marion County Jailer,Tina Wright Huntsberger,DEM
Marion,Marion County Jailer,Tony Furmon,DEM
Marion,Marion County Judge/Executive,Joe Strong,REP
Marion,Marion County Judge/Executive,Walter E. Livers Jr.,REP
Marion,Marion County Magistrate District 3,Craig Allen Bishop,DEM
Marion,Marion County Magistrate District 3,Tommy Troutman,DEM
Marion,Marion County Magistrate District 5,Calab Buckman,DEM
Marion,Marion County Magistrate District 5,Glenn G. Thompson,DEM
Marion,Marion County Sheriff,Jeff Caldwell,DEM
Marion,Marion County Sheriff,Ray Gardner,DEM
Marion,Marion County Sheriff,William Chad Rkes,DEM
Marshall,Marshall County Commissioner Board District 1,Eddie McGuire,REP
Marshall,Marshall County Commissioner Board District 1,J.D. Morehead,REP
Marshall,Marshall County Commissioner Board District 2,Danny Cope,REP
Marshall,Marshall County Commissioner Board District 2,Marty R. Barrett,REP
Marshall,Marshall County Coroner,Kenny Pratt,REP
Marshall,Marshall County Coroner,Meagan O'Bryan,REP
Marshall,Marshall County Jailer,Barry Howell,REP
Marshall,Marshall County Jailer,Brian Cannon,REP
Marshall,Marshall County Jailer,Patti Burton,REP
Marshall,Marshall County Jailer,Robert Johnson,REP
Marshall,Marshall County Sheriff,Doug Jordan,REP
Marshall,Marshall County Sheriff,Matt A. Hilbrecht,REP
Martin,Martin County Constable 1 District,Bobby Gene Maynard,REP
Martin,Martin County Constable 1 District,Homer Pickle Mills,REP
Martin,Martin County Constable 2 District,Randy Lafferty,REP
Martin,Martin County Constable 2 District,Ryan May,REP
Martin,Martin County Constable 4 District,Bradford Preece,REP
Martin,Martin County Constable 4 District,Charles Eddie Spear,REP
